Sentences,Sentiment,Positive,Negative,Neutral,Compound
"I thought that everything I
owned would be destroyed.","{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}",0.0,0.348,0.652,-0.4939
"""The land was ruined, and I had to find some other way to earn a living","{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.4767}",0.0,0.193,0.807,-0.4767
"So
now I'm a camel driver ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But that disaster taught me to understand the word
of Allah: people need not fear the unknown if they are capable of achieving
what they need and want.
""We are afraid of losing what we have, whether it's our life or our
possessions and property ","{'neg': 0.158, 'neu': 0.698, 'pos': 0.145, 'compound': -0.4133}",0.145,0.158,0.698,-0.4133
"But this fear evaporates when we understand that
our life stories and the history of the world were written by the same hand.""
Sometimes, their caravan met with another ","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.6486}",0.0,0.133,0.867,-0.6486
"One always had something that
the other needed—as if everything were indeed written by one hand","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",0.176,0.0,0.824,0.4939
"As
they sat around the fire, the camel drivers exchanged information about
windstorms, and told stories about the desert.
At other times, mysterious, hooded men would appear; they were Bedouins
who did surveillance along the caravan route","{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.34}",0.0,0.062,0.938,-0.34
"They provided warnings
about thieves and barbarian tribes","{'neg': 0.478, 'neu': 0.522, 'pos': 0.0, 'compound': -0.6705}",0.0,0.478,0.522,-0.6705
"They came in silence and departed the
same way , dressed in black garments that showed only their eyes","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"One
night, a camel driver came to the fire where the Englishman and the boy
were sitting","{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.34}",0.0,0.138,0.862,-0.34
"""There are rumors of tribal wars,"" he told them.
The three fell silent","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The boy noted that there was a sense of fear in the air ,
even though no one said anything","{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.6597}",0.0,0.252,0.748,-0.6597
"Once again he was experiencing the
language without words— the universal language.
The Englishman asked if they were in danger .
""Once you get into the desert, there's no going back,"" said the camel driver .
""And, when you can't go back, you have to worry only about the best way
of moving forward","{'neg': 0.14, 'neu': 0.791, 'pos': 0.069, 'compound': -0.5106}",0.069,0.14,0.791,-0.5106
"The rest is up to Allah, including the danger .""
And he concluded by saying the mysterious word: "" Maktub.""
""You should pay more attention to the caravan,"" the boy said to the
Englishman, after the camel driver had left","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.5859}",0.0,0.115,0.885,-0.5859
"""W e make a lot of detours, but
we're always heading for the same destination.""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""And you ought to read more about the world,"" answered the Englishman.
""Books are like caravans in that respect.""
The immense collection of people and animals began to travel faster ","{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.3612}",0.079,0.0,0.921,0.3612
"The
days had always been silent, but now , even the nights—when the travelers
were accustomed to talking around the fires—had also become quiet","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And,
one day , the leader of the caravan made the decision that the fires should no
longer be lighted, so as not to attract attention to the caravan.
The travelers adopted the practice of arranging the animals in a circle at
night, sleeping together in the center as protection against the nocturnal
cold","{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.5122}",0.0,0.079,0.921,-0.5122
"And the leader posted armed sentinels at the fringes of the group.
The Englishman was unable to sleep one night","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He called to the boy , and
they took a walk along the dunes surrounding the encampment","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"There was a
full moon, and the boy told the Englishman the story of his life.
The Englishman was fascinated with the part about the progress achieved at
the crystal shop after the boy began working there.
""That's the principle that governs all things,"" he said","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.7096}",0.121,0.0,0.879,0.7096
"""In alchemy , it's called
the Soul of the W orld","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"When you want something with all your heart, that's
when you are closest to the Soul of the W orld","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}",0.067,0.0,0.933,0.0772
"It's always a positive force.""
He also said that this was not just a human gift, that everything on the face
of the earth had a soul, whether mineral, vegetable, or animal—or even just
a simple thought.
""Everything on earth is being continuously transformed, because the earth
is alive— and it has a soul","{'neg': 0.045, 'neu': 0.887, 'pos': 0.068, 'compound': 0.2946}",0.068,0.045,0.887,0.2946
"W e are part of that soul, so we rarely recognize
that it is working for us","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But in the crystal shop you probably realized that
even the glasses were collaborating in your success.""
The boy thought about that for a while as he looked at the moon and the
bleached sands","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""I have watched the caravan as it crossed the desert,"" he
said","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""The caravan and the desert speak the same language, and it's for that
reason that the desert allows the crossing","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"It's going to test the caravan's
every step to see if it's in time, and, if it is, we will make it to the oasis.""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""If either of us had joined this caravan based only on personal courage, but
without understanding that language, this journey would have been much
more dif ficult.""
They stood there looking at the moon.
""That's the magic of omens,"" said the boy ","{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2732}",0.049,0.0,0.951,0.2732
"""I've seen how the guides read
the signs of the desert, and how the soul of the caravan speaks to the soul of
the desert.""
The Englishman said, ""I'd better pay more attention to the caravan.""
""And I'd better read your books,"" said the boy .
*
They were strange books","{'neg': 0.059, 'neu': 0.833, 'pos': 0.107, 'compound': 0.5574}",0.107,0.059,0.833,0.5574
"They spoke about mercury , salt, dragons, and
kings, and he didn't understand any of it","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But there was one idea that
seemed to repeat itself throughout all the books: all things are the
manifestation of one thing only .
In one of the books he learned that the most important text in the literature
of alchemy contained only a few lines, and had been inscribed on the
surface of an emerald.
""It's the Emerald T ablet,"" said the Englishman, proud that he might teach
something to the boy .
""Well, then, why do we need all these books?"" the boy asked.
""So that we can understand those few lines,"" the Englishman answered,
without appearing really to believe what he had said.
The book that most interested the boy told the stories of the famous
alchemists","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.8952}",0.087,0.0,0.913,0.8952
"They were men who had dedicated their entire lives to the
purification of metals in their laboratories; they believed that, if a metal
were heated for many years, it would free itself of all its individual
properties, and what was left would be the Soul of the W orld","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.743}",0.123,0.0,0.877,0.743
"This Soul of
the W orld allowed them to understand anything on the face of the earth,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
because it was the language with which all things communicated,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"They
called that discovery the Master W ork—it was part liquid and part solid.
""Can't you just observe men and omens in order to understand the
language?"" the boy asked.
""You have a mania for simplifying everything,"" answered the Englishman,
irritated","{'neg': 0.072, 'neu': 0.889, 'pos': 0.038, 'compound': -0.34}",0.038,0.072,0.889,-0.34
"""Alchemy is a serious discipline","{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.0772}",0.0,0.302,0.698,-0.0772
"Every step has to be followed
exactly as it was followed by the masters.""
The boy learned that the liquid part of the Master W ork was called the
Elixir of Life, and that it cured all illnesses; it also kept the alchemist from
growing old","{'neg': 0.067, 'neu': 0.898, 'pos': 0.035, 'compound': -0.3612}",0.035,0.067,0.898,-0.3612
"And the solid part was called the Philosopher's Stone.
""It's not easy to find the Philosopher's Stone,"" said the Englishman","{'neg': 0.109, 'neu': 0.818, 'pos': 0.073, 'compound': -0.2037}",0.073,0.109,0.818,-0.2037
"""The
alchemists spent years in their laboratories, observing the fire that purified
the metals","{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.34}",0.0,0.156,0.844,-0.34
"They spent so much time close to the fire that gradually they
gave up the vanities of the world","{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.34}",0.0,0.118,0.882,-0.34
"They discovered that the purification of
the metals had led to a purification of themselves.""
The boy thought about the crystal merchant","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He had said that it was a good
thing for the boy to clean the crystal pieces, so that he could free himself
from negative thoughts","{'neg': 0.11, 'neu': 0.625, 'pos': 0.265, 'compound': 0.6369}",0.265,0.11,0.625,0.6369
"The boy was becoming more and more convinced
that alchemy could be learned in one's daily life.
""Also,"" said the Englishman, ""the Philosopher's Stone has a fascinating
property ","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.7755}",0.213,0.0,0.787,0.7755
"A small sliver of the stone can transform lar ge quantities of metal
into gold.""
Having heard that, the boy became even more interested in alchemy ","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4576}",0.111,0.0,0.889,0.4576
"He
thought that, with some patience, he'd be able to transform everything into
gold","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He read the lives of the various people who had succeeded in doing
so: Helv?ius, Elias, Fulcanelli, and Geber ","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",0.135,0.0,0.865,0.4215
"They were fascinating stories:
each of them lived out his destiny to the end","{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.5423}",0.212,0.0,0.788,0.5423
"They traveled, spoke with
wise men, performed miracles for the incredulous, and owned the
Philosopher's Stone and the Elixir of Life.","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4767}",0.134,0.0,0.866,0.4767
"But when the boy wanted to learn how to achieve the Master W ork, he
became completely lost","{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5251}",0.0,0.175,0.825,-0.5251
"There were just drawings, coded instructions, and
obscure texts.
*
""Why do they make things so complicated?"" he asked the Englishman one
night","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The boy had noticed that the Englishman was irritable, and missed
his books.
""So that those who have the responsibility for understanding can
understand,"" he said","{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.6486}",0.0,0.181,0.819,-0.6486
"""Imagine if everyone went around transforming lead
into gold","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Gold would lose its value.
""It's only those who are persistent, and willing to study things deeply , who
achieve the Master W ork","{'neg': 0.108, 'neu': 0.797, 'pos': 0.096, 'compound': -0.0772}",0.096,0.108,0.797,-0.0772
"That's why I'm here in the middle of the desert.
I'm seeking a true alchemist who will help me to decipher the codes.""
""When were these books written?"" the boy asked.
""Many centuries ago.""
""They didn't have the printing press in those days,"" the boy ar gued","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.6705}",0.111,0.0,0.889,0.6705
"""There
was no way for everybody to know about alchemy ","{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",0.0,0.196,0.804,-0.296
"Why did they use such
strange language, with so many drawings?""
The Englishman didn't answer him directly ","{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.2023}",0.0,0.101,0.899,-0.2023
"He said that for the past few
days he had been paying attention to how the caravan operated, but that he
hadn't learned anything new ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The only thing he had noticed was that talk of
war was becoming more and more frequent.
*
Then one day the boy returned the books to the Englishman","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.5994}",0.0,0.126,0.874,-0.5994
"""Did you learn
anything?"" the Englishman asked, eager to hear what it might be","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.161,0.0,0.839,0.3612
"He
needed someone to talk to so as to avoid thinking about the possibility of
war.","{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.7479}",0.0,0.313,0.687,-0.7479
"""I learned that the world has a soul, and that whoever understands that soul
can also understand the language of things","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"I learned that many alchemists
realized their destinies, and wound up discovering the Soul of the W orld,
the Philosopher's Stone, and the Elixir of Life.
""But, above all, I learned that these things are all so simple that they could
be written on the surface of an emerald.""
The Englishman was disappointed","{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.4767}",0.0,0.06,0.94,-0.4767
"The years of research, the magic
symbols, the strange words and the laboratory equipment— none of this
had made an impression on the boy ","{'neg': 0.07, 'neu': 0.856, 'pos': 0.074, 'compound': 0.0258}",0.074,0.07,0.856,0.0258
"His soul must be too primitive to
understand those things, he thought.
He took back his books and packed them away again in their bags.
""Go back to watching the caravan,"" he said","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""That didn't teach me anything,
either .""
The boy went back to contemplating the silence of the desert, and the sand
raised by the animals","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""Everyone has his or her own way of learning
things,"" he said to himself","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""His way isn't the same as mine, nor mine as his.
But we're both in search of our destinies, and I respect him for that.""
*
The caravan began to travel day and night","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.631}",0.118,0.0,0.882,0.631
"The hooded Bedouins
reappeared more and more frequently , and the camel driver—who had
become a good friend of the boy's—explained that the war between the
tribes had already begun","{'neg': 0.111, 'neu': 0.714, 'pos': 0.174, 'compound': 0.296}",0.174,0.111,0.714,0.296
"The caravan would be very lucky to reach the
oasis.
The animals were exhausted, and the men talked among themselves less
and less","{'neg': 0.093, 'neu': 0.742, 'pos': 0.165, 'compound': 0.2398}",0.165,0.093,0.742,0.2398
"The silence was the worst aspect of the night, when the mere
groan of a camel—which before had been nothing but the groan of a camel
—now frightened everyone, because it might signal a raid.
The camel driver , though, seemed not to be very concerned with the threat
of war .","{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.9542}",0.0,0.275,0.725,-0.9542
"""I'm alive,"" he said to the boy , as they ate a bunch of dates one night, with
no fires and no moon","{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5267}",0.0,0.188,0.812,-0.5267
"""When I'm eating, that's all I think about","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"If I'm on
the march, I just concentrate on marching","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"If I have to fight, it will be just as
good a day to die as any other .
""Because I don't live in either my past or my future","{'neg': 0.201, 'neu': 0.71, 'pos': 0.09, 'compound': -0.5574}",0.09,0.201,0.71,-0.5574
"I'm interested only in
the present","{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.351,0.0,0.649,0.4019
"If you can concentrate always on the present, you'll be a happy
man","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.252,0.0,0.748,0.5719
"Y ou'll see that there is life in the desert, that there are stars in the
heavens, and that tribesmen fight because they are part of the human race.
Life will be a party for you, a grand festival, because life is the moment
we're living right now .""
Two nights later , as he was getting ready to bed down, the boy looked for
the star they followed every night","{'neg': 0.033, 'neu': 0.785, 'pos': 0.181, 'compound': 0.8885}",0.181,0.033,0.785,0.8885
"He thought that the horizon was a bit
lower than it had been, because he seemed to see stars on the desert itself.
""It's the oasis,"" said the camel driver .
""Well, why don't we go there right now?"" the boy asked.
""Because we have to sleep.""
*
The boy awoke as the sun rose","{'neg': 0.041, 'neu': 0.959, 'pos': 0.0, 'compound': -0.296}",0.0,0.041,0.959,-0.296
"There, in front of him, where the small stars
had been the night before, was an endless row of date palms, stretching
across the entire desert.
""We've done it!"" said the Englishman, who had also awakened early .
But the boy was quiet","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He was at home with the silence of the desert, and he
was content just to look at the trees","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He still had a long way to go to reach
the pyramids, and someday this morning would just be a memory ","{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0258}",0.058,0.0,0.942,0.0258
"But this
was the present moment—the party the camel driver had mentioned— and
he wanted to live it as he did the lessons of his past and his dreams of the
future","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.7964}",0.191,0.0,0.809,0.7964
"Although the vision of the date palms would someday be just a
memory , right now it signified shade, water , and a refuge from the war .","{'neg': 0.145, 'neu': 0.781, 'pos': 0.074, 'compound': -0.4404}",0.074,0.145,0.781,-0.4404
"Yesterday , the camel's groan signaled danger , and now a row of date palms
could herald a miracle.
The world speaks many languages, the boy thought.
*
The times rush past, and so do the caravans, thought the alchemist, as he
watched the hundreds of people and animals arriving at the oasis","{'neg': 0.064, 'neu': 0.865, 'pos': 0.071, 'compound': 0.1027}",0.071,0.064,0.865,0.1027
"People
were shouting at the new arrivals, dust obscured the desert sun, and the
children of the oasis were bursting with excitement at the arrival of the
strangers","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.4939}",0.106,0.0,0.894,0.4939
"The alchemist saw the tribal chiefs greet the leader of the
caravan, and converse with him at length.
But none of that mattered to the alchemist","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.1655}",0.062,0.0,0.938,0.1655
"He had already seen many
people come and go, and the desert remained as it was","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He had seen kings
and beggars walking the desert sands","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The dunes were changed constantly
by the wind, yet these were the same sands he had known since he was a
child","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He always enjoyed seeing the happiness that the travelers
experienced when, after weeks of yellow sand and blue sky , they first saw
the green of the date palms","{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.7845}",0.21,0.0,0.79,0.7845
"Maybe God created the desert so that man
could appreciate the date trees, he thought.
He decided to concentrate on more practical matters","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.7334}",0.301,0.0,0.699,0.7334
"He knew that in the
caravan there was a man to whom he was to teach some of his secrets","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The
omens had told him so","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He didn't know the man yet, but his practiced eye
would recognize him when he appeared","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He hoped that it would be
someone as capable as his previous apprentice.
I don't know why these things have to be transmitted by word of mouth, he
thought","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6369}",0.167,0.0,0.833,0.6369
"It wasn't exactly that they were secrets; God revealed his secrets
easily to all his creatures.
He had only one explanation for this fact: things have to be transmitted this
way because they were made up from the pure life, and this kind of life
cannot be captured in pictures or words.","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.5423}",0.083,0.0,0.917,0.5423
"Because people become fascinated with pictures and words, and wind up
forgetting the Language of the W orld.
*
The boy couldn't believe what he was seeing: the oasis, rather than being
just a well surrounded by a few palm trees—as he had seen once in a
geography book—was much lar ger than many towns back in Spain","{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.6369}",0.093,0.0,0.907,0.6369
"There
were three hundred wells, fifty thousand date trees, and innumerable
colored tents spread among them.
""It looks like The Thousand and One Nights,"" said the Englishman,
impatient to meet with the alchemist.
They were surrounded by children, curious to look at the animals and
people that were arriving","{'neg': 0.041, 'neu': 0.833, 'pos': 0.126, 'compound': 0.5574}",0.126,0.041,0.833,0.5574
"The men of the oasis wanted to know if they had
seen any fighting, and the women competed with one another for access to
the cloth and precious stones brought by the merchants","{'neg': 0.067, 'neu': 0.833, 'pos': 0.099, 'compound': 0.296}",0.099,0.067,0.833,0.296
"The silence of the
desert was a distant dream; the travelers in the caravan were talking
incessantly , laughing and shouting, as if they had emer ged from the spiritual
world and found themselves once again in the world of people","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.6369}",0.123,0.0,0.877,0.6369
"They were
relieved and happy .
They had been taking careful precautions in the desert, but the camel driver
explained to the boy that oases were always considered to be neutral
territories, because the majority of the inhabitants were women and
children","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.5346}",0.125,0.0,0.875,0.5346
"There were oases throughout the desert, but the tribesmen fought
in the desert, leaving the oases as places of refuge.
With some dif ficulty , the leader of the caravan brought all his people
together and gave them his instructions","{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.4497}",0.0,0.072,0.928,-0.4497
"The group was to remain there at
the oasis until the conflict between the tribes was over ","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3182}",0.0,0.126,0.874,-0.3182
"Since they were
visitors, they would have to share living space with those who lived there,
and would be given the best accommodations","{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7506}",0.234,0.0,0.766,0.7506
"That was the law of
hospitality ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Then he asked that everyone, including his own sentinels, hand
over their arms to the men appointed by the tribal chieftains.","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}",0.138,0.0,0.862,0.4939
"""Those are the rules of war ,"" the leader explained","{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.5994}",0.0,0.302,0.698,-0.5994
"""The oases may not
shelter armies or troops.""
To the boy's surprise, the Englishman took a chrome-plated revolver out of
his bag and gave it to the men who were collecting the arms.
""Why a revolver?"" he asked.
""It helped me to trust in people,"" the Englishman answered.
Meanwhile, the boy thought about his treasure","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.765}",0.132,0.0,0.868,0.765
"The closer he got to the
realization of his dream, the more dif ficult things became","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.25}",0.118,0.0,0.882,0.25
"It seemed as if
what the old king had called ""beginner's luck"" were no longer functioning.
In his pursuit of the dream, he was being constantly subjected to tests of his
persistence and courage","{'neg': 0.054, 'neu': 0.743, 'pos': 0.203, 'compound': 0.7184}",0.203,0.054,0.743,0.7184
"So he could not be hasty , nor impatient","{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.2235}",0.212,0.0,0.788,0.2235
"If he
pushed forward impulsively , he would fail to see the signs and omens left
by God along his path.
God placed them along my path","{'neg': 0.114, 'neu': 0.749, 'pos': 0.137, 'compound': -0.0772}",0.137,0.114,0.749,-0.0772
"He had surprised himself with the thought.
Until then, he had considered the omens to be things of this world","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}",0.091,0.0,0.909,0.2263
"Like
eating or sleeping, or like seeking love or finding a job","{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.8481}",0.535,0.0,0.465,0.8481
"He had never
thought of them in terms of a language used by God to indicate what he
should do.
""Don't be impatient,"" he repeated to himself","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.2732}",0.077,0.0,0.923,0.2732
"""It's like the camel driver said:
'Eat when it's time to eat","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.185,0.0,0.815,0.3612
"And move along when it's time to move along.' ""
That first day , everyone slept from exhaustion, including the Englishman.
The boy was assigned a place far from his friend, in a tent with five other
young men of about his age","{'neg': 0.059, 'neu': 0.867, 'pos': 0.075, 'compound': 0.1779}",0.075,0.059,0.867,0.1779
"They were people of the desert, and clamored
to hear his stories about the great cities.
The boy told them about his life as a shepherd, and was about to tell them
of his experiences at the crystal shop when the Englishman came into the
tent.","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.6249}",0.085,0.0,0.915,0.6249
"""I've been looking for you all morning,"" he said, as he led the boy outside.
""I need you to help me find out where the alchemist lives.""
First, they tried to find him on their own","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.4019}",0.072,0.0,0.928,0.4019
"An alchemist would probably live
in a manner that was dif ferent from that of the rest of the people at the
oasis, and it was likely that in his tent an oven was continuously burning.
They searched everywhere, and found that the oasis was much lar ger than
they could have imagined; there were hundreds of tents.
""We've wasted almost the entire day ,"" said the Englishman, sitting down
with the boy near one of the wells.
""Maybe we'd better ask someone,"" the boy suggested.
The Englishman didn't want to tell others about his reasons for being at the
oasis, and couldn't make up his mind","{'neg': 0.04, 'neu': 0.916, 'pos': 0.044, 'compound': 0.1225}",0.044,0.04,0.916,0.1225
"But, finally , he agreed that the boy ,
who spoke better Arabic than he, should do so","{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.7579}",0.317,0.0,0.683,0.7579
"The boy approached a
woman who had come to the well to fill a goatskin with water .
""Good afternoon, ma'am","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6124}",0.238,0.0,0.762,0.6124
"I'm trying to find out where the alchemist lives
here at the oasis.""
The woman said she had never heard of such a person, and hurried away .
But before she fled, she advised the boy that he had better not try to
converse with women who were dressed in black, because they were
married women","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.5927}",0.068,0.0,0.932,0.5927
"He should respect tradition.
The Englishman was disappointed","{'neg': 0.254, 'neu': 0.492, 'pos': 0.254, 'compound': 0.0}",0.254,0.254,0.492,0.0
"It seemed he had made the long journey
for nothing","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The boy was also saddened; his friend was in pursuit of his
destiny ","{'neg': 0.193, 'neu': 0.625, 'pos': 0.182, 'compound': -0.0516}",0.182,0.193,0.625,-0.0516
